Num_Acc;id_vehicule;catv;obs;obsm;choc;manv;motor;id_usager;place;catu;grav;sexe;an_nais;trajet;secu1;jour;mois;an;hrmn;lum;dep;com;agg;int;atm;col;lat;long;catr;circ;nbv;vosp;prof;plan;surf;infra;situ;vma;day_of_week;gravity
202100006915;189 407;1;0;0;1;1;2;250 900;1;1;3;1;1958.0;5;8;21;11;2021;14;1;64;64269;2;1;2;7;43,2925700000; -0,3083900000;3;2;2;0;4;2;2;0;1;50;6;Blessé hospitalisé
202100006923;189 392;1;0;2;1;0;6;250 876;1;1;4;1;1980.0;9;2;14;11;2021;18;1;31;31555;2;1;1;1;43,5647530000;1,4015220000;4;1;1;0;1;1;1;0;1;50;6;Blessé léger
202100006923;189 393;7;0;0;0;0;1;250 877;1;1;1;1;1961.0;9;8;14;11;2021;18;1;31;31555;2;1;1;1;43,5647530000;1,4015220000;4;1;1;0;1;1;1;0;1;50;6;Indemne
202100006928;189 382;7;0;2;7;17;1;250 862;1;1;1;2;1956.0;1;1;19;11;2021;14;1;17;17306;2;1;1;3;45,6271200000; -1,0130500000;4;2;2;0;1;1;1;0;1;50;4;Indemne
202100006928;189 383;1;0;2;8;2;5;250 863;1;1;4;2;1949.0;5;8;19;11;2021;14;1;17;17306;2;1;1;3;45,6271200000; -1,0130500000;4;2;2;0;1;1;1;0;1;50;4;Blessé léger
202100006959;189 326;1;0;2;6;15;5;250 771;1;1;4;1;1969.0;1;0;22;11;2021;08;2;01;01069;1;2;5;3;46,1166250000;5,2775630000;3;2;2;0;1;1;1;0;1;80;0;Blessé léger
202100006959;189 327;7;0;9;3;1;1;250 772;1;1;1;1;1999.0;1;1;22;11;2021;08;2;01;01069;1;2;5;3;46,1166250000;5,2775630000;3;2;2;0;1;1;1;0;1;80;0;Indemne
202100006976;189 296;1;0;2;3;1;5;250 728;1;1;3;1;1953.0;5;2;16;11;2021;16;1;06;06065;2;3;7;3;43,7217930000;7,1672110000;7;2;2;0;1;3;1;0;1;50;1;Blessé hospitalisé
202100006976;189 297;99;0;9;2;15;1;250 729;1;1;1;1;1969.0;1;1;16;11;2021;16;1;06;06065;2;3;7;3;43,7217930000;7,1672110000;7;2;2;0;1;3;1;0;1;50;1;Indemne
202100007007;189 232;1;0;0;0;0;5;250 642;1;1;4;1;1979.0;1;8;20;11;2021;10;1;83;83062;1;1;1;6;43,1410700000;6,0300300000;4;2;2;0;1;1;1;0;1;50;5;Blessé léger
202100007007;189 233;7;0;2;5;15;1;250 643;1;1;1;2;1989.0;9;1;20;11;2021;10;1;83;83062;1;1;1;6;43,1410700000;6,0300300000;4;2;2;0;1;1;1;0;1;50;5;Indemne
202100007013;189 221;1;0;2;1;1;5;250 626;1;1;4;1;1990.0;9;2;20;11;2021;19;3;64;64445;2;3;1;1;43,3101200000; -0,3608500000;4;2;1;0;1;1;1;0;1;50;5;Blessé léger
202100007013;189 222;7;0;2;3;15;1;250 627;1;1;1;1;1986.0;9;1;20;11;2021;19;3;64;64445;2;3;1;1;43,3101200000; -0,3608500000;4;2;1;0;1;1;1;0;1;50;5;Indemne
202100007038;189 176;1;0;2;1;19;5;250 575;1;1;4;1;2002.0;9;8;20;11;2021;14;1;10;10387;2;2;1;3;48,2939000000;4,0819000000;4;1;1;0;1;1;1;0;1;50;5;Blessé léger
202100007038;189 177;7;0;2;3;1;1;250 576;1;1;1;1;2002.0;9;1;20;11;2021;14;1;10;10387;2;2;1;3;48,2939000000;4,0819000000;4;1;1;0;1;1;1;0;1;50;5;Indemne
202100007064;189 129;1;0;0;8;1;5;250 515;1;1;4;1;1972.0;5;2;20;11;2021;11;1;92;92047;2;1;1;7;48,8300990000;2,1755810000;3;2;2;0;1;1;1;0;1;50;5;Blessé léger
202100007129;189 025;3;0;2;7;16;1;250 368;1;1;1;2;2006.0;5;1;18;11;2021;15;1;988;98818;2;2;1;2; -22,3029600000;166,4453000000;4;3;4;0;1;3;1;0;1;50;3;Indemne
202100007129;189 026;80;0;2;1;2;3;250 369;1;1;2;1;1944.0;5;0;18;11;2021;15;1;988;98818;2;2;1;2; -22,3029600000;166,4453000000;4;3;4;0;1;3;1;0;1;50;3;Tué
202100007136;189 014;1;0;2;4;0;5;250 352;1;1;4;1;2006.0;2;8;18;11;2021;16;1;974;97409;2;1;1;2; -20,9614800000;55,6537100000;4;2;2;0;1;1;1;0;1;50;3;Blessé léger
202100007136;189 015;7;0;2;3;15;1;250 353;1;1;1;2;1982.0;5;1;18;11;2021;16;1;974;97409;2;1;1;2; -20,9614800000;55,6537100000;4;2;2;0;1;1;1;0;1;50;3;Indemne
202100007144;188 999;7;0;2;1;2;1;250 336;1;1;1;1;1948.0;0;8;18;11;2021;18;4;69;69386;2;2;1;3;45,7670700000;4,8476500000;4;1;1;2;1;1;1;0;1;50;3;Indemne
202100007144;189 000;1;0;2;7;2;0;250 337;1;1;4;2;1970.0;1;2;18;11;2021;18;4;69;69386;2;2;1;3;45,7670700000;4,8476500000;4;1;1;2;1;1;1;0;1;50;3;Blessé léger
202100007149;188 990;7;0;2;3;1;1;250 324;1;1;1;1;1961.0;4;1;12;11;2021;20;3;69;69386;2;3;1;3;45,7652900000;4,8588800000;4;1;1;0;1;1;1;0;1;50;4;Indemne
202100007149;188 991;1;0;2;1;9;5;250 325;1;1;4;1;2000.0;1;2;12;11;2021;20;3;69;69386;2;3;1;3;45,7652900000;4,8588800000;4;1;1;0;1;1;1;0;1;50;4;Blessé léger
202100007185;188 911;1;0;0;0;1;5;250 223;1;1;4;1;1994.0;5;8;17;11;2021;22;5;76;76351;2;1;1;7;49,4892000000;0,1392300000;4;2;2;0;1;1;1;0;1;50;2;Blessé léger
202100007190;188 902;1;0;2;1;1;5;250 214;1;1;4;1;2001.0;0;8;18;11;2021;17;2;72;72181;2;1;1;3;48,0087410000;0,1998980000;4;2;2;2;2;1;1;0;1;50;3;Blessé léger
202100007190;188 903;7;0;2;7;23;1;250 215;1;1;1;2;1949.0;0;1;18;11;2021;17;2;72;72181;2;1;1;3;48,0087410000;0,1998980000;4;2;2;2;2;1;1;0;1;50;3;Indemne
202100007191;188 900;1;0;2;1;1;5;250 212;1;1;4;1;2001.0;0;8;17;11;2021;09;1;72;72181;2;6;1;3;48,0156500000;0,2307000000;4;2;2;0;1;1;2;0;1;50;2;Blessé léger
202100007191;188 901;7;0;2;3;26;1;250 213;1;1;1;1;1978.0;0;1;17;11;2021;09;1;72;72181;2;6;1;3;48,0156500000;0,2307000000;4;2;2;0;1;1;2;0;1;50;2;Indemne
202100007192;188 898;7;0;2;5;16;1;250 210;1;1;1;1;1975.0;0;1;9;11;2021;14;1;72;72181;2;6;1;3;47,9920800000;0,2164000000;4;2;2;2;1;1;1;0;1;50;1;Indemne
202100007192;188 899;1;0;2;0;16;5;250 211;1;1;2;1;1960.0;0;8;9;11;2021;14;1;72;72181;2;6;1;3;47,9920800000;0,2164000000;4;2;2;2;1;1;1;0;1;50;1;Tué
202100007201;188 882;7;0;2;3;9;1;250 192;1;1;1;2;1984.0;0;1;19;11;2021;20;5;64;64445;2;6;1;3;43,3077600000; -0,3391800000;4;1;1;1;1;1;1;0;1;50;4;Indemne
202100007201;188 883;1;0;2;1;1;5;250 193;1;1;4;2;1992.0;0;2;19;11;2021;20;5;64;64445;2;6;1;3;43,3077600000; -0,3391800000;4;1;1;1;1;1;1;0;1;50;4;Blessé léger
202100007212;188 864;1;0;2;1;1;5;250 170;1;1;4;1;1968.0;0;8;18;11;2021;08;5;63;63113;2;2;1;3;45,7763000000;3,0900600000;4;3;4;0;2;1;1;0;1;50;3;Blessé léger
202100007212;188 865;7;0;9;8;1;1;250 171;1;1;1;2;1995.0;0;1;18;11;2021;08;5;63;63113;2;2;1;3;45,7763000000;3,0900600000;4;3;4;0;2;1;1;0;1;50;3;Indemne
202100007220;188 847;60;0;0;0;0;5;250 147;1;1;3;2;1987.0;1;2;9;11;2021;08;1;59;59350;2;1;1;3;50,6366000000;3,0705000000;4;1;1;3;1;2;1;0;1;30;1;Blessé hospitalisé
202100007220;188 848;80;0;9;1;7;3;250 148;1;1;1;1;1976.0;1;2;9;11;2021;08;1;59;59350;2;1;1;3;50,6366000000;3,0705000000;4;1;1;3;1;2;1;0;1;30;1;Indemne
202100007224;188 842;1;0;2;7;5;5;250 138;1;1;4;1;2002.0;3;8;4;11;2021;19;5;56;56260;2;3;1;3;47,6550360000; -2,7675310000;4;1;1;0;1;1;1;0;1;30;3;Blessé léger
202100007224;188 843;7;0;2;2;15;1;250 139;1;1;1;1;1971.0;1;1;4;11;2021;19;5;56;56260;2;3;1;3;47,6550360000; -2,7675310000;4;1;1;0;1;1;1;0;1;30;3;Indemne
202100007242;188 810;7;0;2;3;26;1;250 101;1;1;1;1;1972.0;1;8;18;11;2021;17;2;49;49007;2;6;1;3;47,4496500000; -0,5305300000;4;1;2;0;1;2;1;0;1;30;3;Indemne
202100007242;188 811;1;0;2;2;26;5;250 102;1;1;4;1;1983.0;1;8;18;11;2021;17;2;49;49007;2;6;1;3;47,4496500000; -0,5305300000;4;1;2;0;1;2;1;0;1;30;3;Blessé léger
202100007243;188 808;1;0;2;6;26;5;250 099;1;1;1;1;2006.0;5;8;18;11;2021;16;1;49;49007;2;3;1;3;47,4624600000; -0,5474100000;4;2;2;0;1;1;1;0;1;30;3;Indemne
202100007243;188 809;31;0;2;0;26;1;250 100;1;1;4;1;1998.0;5;8;18;11;2021;16;1;49;49007;2;3;1;3;47,4624600000; -0,5474100000;4;2;2;0;1;1;1;0;1;30;3;Blessé léger
202100007246;188 802;7;0;2;1;26;1;250 093;1;1;1;1;1960.0;9;8;17;11;2021;07;2;49;49007;2;6;1;3;47,4663700000; -0,5572800000;4;2;2;0;1;1;1;0;1;30;2;Indemne
202100007246;188 803;1;0;2;1;26;5;250 094;1;1;4;2;1996.0;9;8;17;11;2021;07;2;49;49007;2;6;1;3;47,4663700000; -0,5572800000;4;2;2;0;1;1;1;0;1;30;2;Blessé léger
202100007267;188 766;7;0;2;8;22;1;250 050;1;1;1;1;1999.0;2;1;18;11;2021;18;5;35;35238;2;1;1;3;48,1053628767; -1,6901190348;4;2;2;0;1;1;1;0;1;50;3;Indemne
202100007267;188 767;80;1;0;1;1;3;250 051;1;1;4;2;1992.0;1;2;18;11;2021;18;5;35;35238;2;1;1;3;48,1053628767; -1,6901190348;4;2;2;0;1;1;1;0;1;50;3;Blessé léger
202100007268;188 764;7;0;2;3;9;1;250 048;1;1;1;1;1958.0;0;1;18;11;2021;07;5;35;35051;2;6;1;3;48,1088500000; -1,6087300000;4;3;2;1;1;2;1;5;1;50;3;Indemne
202100007268;188 765;1;0;2;1;1;5;250 049;1;1;4;2;1980.0;0;2;18;11;2021;07;5;35;35051;2;6;1;3;48,1088500000; -1,6087300000;4;3;2;1;1;2;1;5;1;50;3;Blessé léger
202100007282;188 734;1;0;2;4;1;5;250 013;1;1;4;2;1996.0;1;2;19;11;2021;17;2;29;29051;1;1;1;2;48,0171120000; -4,0006770000;3;3;2;0;1;2;1;3;1;70;4;Blessé léger
202100007282;188 735;7;0;2;1;9;1;250 014;1;1;1;1;1951.0;5;1;19;11;2021;17;2;29;29051;1;1;1;2;48,0171120000; -4,0006770000;3;3;2;0;1;2;1;3;1;70;4;Indemne
202100007289;188 716;1;0;2;8;2;0;249 989;1;1;4;1;1993.0;0;2;18;11;2021;10;1;25;25056;2;1;1;3;47,2439400000;6,0053300000;3;3;2;2;1;1;1;0;5;50;3;Blessé léger
202100007289;188 717;7;0;2;7;16;1;249 990;1;1;1;2;1973.0;0;1;18;11;2021;10;1;25;25056;2;1;1;3;47,2439400000;6,0053300000;3;3;2;2;1;1;1;0;5;50;3;Indemne
202100007317;188 672;50;0;2;1;1;2;249 928;1;1;4;1;1993.0;0;8;19;11;2021;18;5;06;06088;2;1;1;3;43,6951650000;7,2731220000;4;1;1;1;1;1;1;6;1;30;4;Blessé léger
202100007317;188 673;1;0;2;0;19;5;249 929;1;1;4;2;1966.0;9;2;19;11;2021;18;5;06;06088;2;1;1;3;43,6951650000;7,2731220000;4;1;1;1;1;1;1;6;1;30;4;Blessé léger
202100007334;188 643;1;0;2;1;1;5;249 893;1;1;4;1;1991.0;9;8;19;11;2021;19;5;75;75119;2;7;1;2;48,8780210000;2,3706900000;4;2;2;0;2;1;1;0;1;30;4;Blessé léger
202100007334;188 644;30;0;2;4;17;1;249 894;1;1;1;1;2001.0;9;2;19;11;2021;19;5;75;75119;2;7;1;2;48,8780210000;2,3706900000;4;2;2;0;2;1;1;0;1;30;4;Indemne
202100007339;188 634;33;0;2;0;1;1;249 883;1;1;4;1;1994.0;1;2;19;11;2021;16;1;75;75114;2;3;1;7;48,8291352692;2,3084324598;4;1;1;0;1;1;1;0;1;30;4;Blessé léger
202100007339;188 635;1;0;2;0;15;5;249 884;1;1;1;1;1948.0;5;8;19;11;2021;16;1;75;75114;2;3;1;7;48,8291352692;2,3084324598;4;1;1;0;1;1;1;0;1;30;4;Indemne
202100007342;188 629;7;0;2;5;22;3;249 877;1;1;1;1;1970.0;4;1;16;11;2021;18;5;75;75109;2;1;1;3;48,8737620000;2,3406730000;4;1;1;0;1;1;1;0;1;30;1;Indemne
202100007342;188 630;1;0;2;5;18;5;249 878;1;1;4;1;1988.0;5;2;16;11;2021;18;5;75;75109;2;1;1;3;48,8737620000;2,3406730000;4;1;1;0;1;1;1;0;1;30;1;Blessé léger
202100007343;188 627;7;0;2;3;22;2;249 875;1;1;1;1;1979.0;4;1;19;11;2021;16;1;75;75107;2;2;1;6;48,8580670000;2,3100070000;4;1;2;0;1;1;1;0;1;30;4;Indemne
202100007343;188 628;1;0;2;1;1;5;249 876;1;1;4;1;1949.0;5;8;19;11;2021;16;1;75;75107;2;2;1;6;48,8580670000;2,3100070000;4;1;2;0;1;1;1;0;1;30;4;Blessé léger
202100007346;188 622;10;0;2;7;2;1;249 870;1;1;1;1;1974.0;4;1;18;11;2021;10;1;75;75107;2;3;1;3;48,8498200000;2,3232900000;4;2;2;0;1;1;1;0;1;30;3;Indemne
202100007346;188 623;1;0;2;8;1;5;249 871;1;1;4;1;1989.0;9;2;18;11;2021;10;1;75;75107;2;3;1;3;48,8498200000;2,3232900000;4;2;2;0;1;1;1;0;1;30;3;Blessé léger
202100007352;188 610;7;0;2;1;1;1;249 857;1;1;1;1;1985.0;1;1;19;11;2021;07;5;94;94033;2;6;8;3;48,8438700000;2,4791500000;3;2;2;0;1;1;2;0;1;30;4;Indemne
202100007352;188 611;1;0;2;0;0;5;249 858;1;1;4;1;1980.0;1;0;19;11;2021;07;5;94;94033;2;6;8;3;48,8438700000;2,4791500000;3;2;2;0;1;1;2;0;1;30;4;Blessé léger
202100007370;188 580;1;0;2;1;19;5;249 813;1;1;4;2;1969.0;1;2;19;11;2021;08;2;92;92046;2;9;1;3;48,8221118755;2,3057663441;4;1;3;2;1;1;1;5;1;50;4;Blessé léger
202100007370;188 581;7;0;2;0;0;1;249 814;1;1;1;1;1992.0;1;1;19;11;2021;08;2;92;92046;2;9;1;3;48,8221118755;2,3057663441;4;1;3;2;1;1;1;5;1;50;4;Indemne
202100007371;188 578;10;0;2;3;15;1;249 811;1;1;1;1;1992.0;0;8;18;11;2021;12;1;92;92072;2;6;1;3;48,8254423843;2,2158989498;3;3;4;1;1;1;1;0;1;50;3;Indemne
202100007371;188 579;1;0;2;1;1;5;249 812;1;1;4;2;1961.0;5;2;18;11;2021;12;1;92;92072;2;6;1;3;48,8254423843;2,2158989498;3;3;4;1;1;1;1;0;1;50;3;Blessé léger
202100007372;188 576;7;0;2;2;24;1;249 809;1;1;1;1;1983.0;0;8;19;11;2021;12;1;92;92064;2;1;1;1;48,8434754829;2,2206705809;3;2;2;0;4;1;1;0;1;50;4;Indemne
202100007372;188 577;1;1;0;2;13;5;249 810;1;1;4;2;1981.0;0;8;19;11;2021;12;1;92;92064;2;1;1;1;48,8434754829;2,2206705809;3;2;2;0;4;1;1;0;1;50;4;Blessé léger
202100007380;188 565;1;0;2;8;1;5;249 797;1;1;3;1;1960.0;5;2;19;11;2021;13;1;38;38373;2;1;1;3;45,3588330000;5,5581720000;3;2;2;0;1;1;1;0;1;50;4;Blessé hospitalisé
202100007380;188 566;10;0;9;7;17;1;249 798;1;1;1;1;1993.0;4;8;19;11;2021;13;1;38;38373;2;1;1;3;45,3588330000;5,5581720000;3;2;2;0;1;1;1;0;1;50;4;Indemne
202100007405;188 519;7;0;2;3;17;1;249 728;1;1;1;1;1994.0;4;1;13;11;2021;18;3;973;97303;1;1;1;3;5,4801846230; -53,2111483812;2;2;2;0;1;1;1;0;1;80;5;Indemne
202100007405;188 520;1;0;2;1;13;0;249 729;1;1;3;1;1959.0;5;0;13;11;2021;18;3;973;97303;1;1;1;3;5,4801846230; -53,2111483812;2;2;2;0;1;1;1;0;1;80;5;Blessé hospitalisé
202100007442;188 448;10;0;2;4;23;1;249 634;1;1;1;1;1960.0;1;1;18;11;2021;09;1;75;75111;2;3;1;2;48,8570560000;2,3712030000;4;1;2;1;1;1;1;8;1;30;3;Indemne
202100007442;188 449;1;0;2;1;1;5;249 635;1;1;4;2;1997.0;9;8;18;11;2021;09;1;75;75111;2;3;1;2;48,8570560000;2,3712030000;4;1;2;1;1;1;1;8;1;30;3;Blessé léger
202100007449;188 438;7;0;2;1;1;1;249 622;1;1;1;1;1985.0;1;1;18;11;2021;08;1;94;94080;2;3;1;1;48,8411700000;2,4329400000;3;2;0;0;1;1;1;0;1;30;3;Indemne
202100007449;188 439;1;0;2;3;0;5;249 623;1;1;4;1;1969.0;1;0;18;11;2021;08;1;94;94080;2;3;1;1;48,8411700000;2,4329400000;3;2;0;0;1;1;1;0;1;30;3;Blessé léger
202100007456;188 424;1;0;2;1;2;0;249 606;1;1;4;1;1987.0;1;8;18;11;2021;13;1;93;93070;2;1;1;3;48,9190496040;2,3338184133;4;2;1;0;1;1;1;0;1;50;3;Blessé léger
202100007456;188 425;7;0;2;8;13;1;249 607;1;1;1;1;1991.0;5;8;18;11;2021;13;1;93;93070;2;1;1;3;48,9190496040;2,3338184133;4;2;1;0;1;1;1;0;1;50;3;Indemne
202100007464;188 407;1;0;2;1;1;5;249 585;1;1;4;2;1980.0;4;2;18;11;2021;13;1;92;92048;2;6;1;3;48,8131435089;2,2463876009;4;1;1;0;1;3;1;0;1;50;3;Blessé léger
202100007464;188 408;10;0;2;3;9;1;249 586;1;1;1;1;1973.0;4;1;18;11;2021;13;1;92;92048;2;6;1;3;48,8131435089;2,2463876009;4;1;1;0;1;3;1;0;1;50;3;Indemne
202100007465;188 405;7;0;2;7;15;1;249 583;1;1;1;1;1957.0;0;1;18;11;2021;09;1;92;92044;2;2;1;3;48,8959151910;2,2964724898;3;2;3;1;1;1;1;0;1;50;3;Indemne
202100007465;188 406;1;0;2;1;1;0;249 584;1;1;4;1;1993.0;1;8;18;11;2021;09;1;92;92044;2;2;1;3;48,8959151910;2,2964724898;3;2;3;1;1;1;1;0;1;50;3;Blessé léger
202100007493;188 362;1;0;2;0;1;5;249 531;1;1;4;2;1960.0;3;0;18;11;2021;13;1;44;44030;2;6;1;1;47,4450110000; -2,2454380000;3;2;2;0;1;1;1;5;1;50;3;Blessé léger
202100007493;188 363;7;0;9;1;9;1;249 532;1;1;1;2;1948.0;3;1;18;11;2021;13;1;44;44030;2;6;1;1;47,4450110000; -2,2454380000;3;2;2;0;1;1;1;5;1;50;3;Indemne
202100007515;188 325;7;0;9;0;15;0;249 485;1;1;1;1;1940.0;3;8;16;11;2021;15;1;971;97112;2;4;1;3;15,8870250000; -61,3153650000;2;2;2;0;2;1;1;0;1;50;1;Indemne
202100007515;188 326;1;0;2;0;1;5;249 486;1;1;3;1;1959.0;1;0;16;11;2021;15;1;971;97112;2;4;1;3;15,8870250000; -61,3153650000;2;2;2;0;2;1;1;0;1;50;1;Blessé hospitalisé
202100007527;188 295;7;0;2;2;1;1;249 448;1;1;1;2;1980.0;0;1;19;11;2021;13;1;14;14488;2;3;1;3;49,2801590000; -0,2517580000;3;2;2;0;1;1;1;0;1;50;4;Indemne
202100007527;188 296;1;0;2;3;16;5;249 449;1;1;3;1;2006.0;5;0;19;11;2021;13;1;14;14488;2;3;1;3;49,2801590000; -0,2517580000;3;2;2;0;1;1;1;0;1;50;4;Blessé hospitalisé
202100007585;188 180;7;0;2;5;14;1;249 301;1;1;1;2;1996.0;5;1;16;11;2021;15;1;76;76351;2;1;1;3;49,4923600000;0,1238550000;4;3;4;1;1;1;1;0;5;50;1;Indemne
202100007585;188 181;1;0;2;1;1;5;249 302;1;1;4;1;1981.0;1;2;16;11;2021;15;1;76;76351;2;1;1;3;49,4923600000;0,1238550000;4;3;4;1;1;1;1;0;5;50;1;Blessé léger
202100007618;188 126;7;0;2;3;1;1;249 232;1;1;1;1;1984.0;0;1;18;11;2021;02;4;38;38185;2;2;2;3;45,1911200000;5,7202000000;7;2;3;1;1;1;2;5;1;30;3;Indemne
202100007618;188 127;1;0;2;1;1;5;249 233;1;1;4;1;1996.0;0;8;18;11;2021;02;4;38;38185;2;2;2;3;45,1911200000;5,7202000000;7;2;3;1;1;1;2;5;1;30;3;Blessé léger
202100007625;188 115;7;0;2;1;0;1;249 219;1;1;1;1;1963.0;1;1;17;11;2021;07;2;33;33069;2;6;1;3;44,8685800000; -0,5970800000;4;2;2;0;2;1;1;0;1;30;2;Indemne
202100007625;188 116;1;0;2;1;0;5;249 220;1;1;4;2;2003.0;2;0;17;11;2021;07;2;33;33069;2;6;1;3;44,8685800000; -0,5970800000;4;2;2;0;2;1;1;0;1;30;2;Blessé léger
202100007635;188 098;1;1;0;1;1;5;249 196;1;1;4;2;1998.0;2;8;17;11;2021;12;1;17;17300;2;1;8;6;46,1612700000; -1,1322900000;4;2;2;0;1;3;1;0;1;50;2;Blessé léger
202100007635;188 099;10;0;2;8;22;1;249 197;1;1;1;1;1994.0;4;8;17;11;2021;12;1;17;17300;2;1;8;6;46,1612700000; -1,1322900000;4;2;2;0;1;3;1;0;1;50;2;Indemne
202100007643;188 085;1;0;0;1;1;5;249 178;1;1;4;1;1970.0;1;2;16;11;2021;06;5;10;10387;2;1;2;7;48,2989300000;4,0549600000;4;2;2;0;1;1;2;0;1;50;1;Blessé léger
202100007665;188 049;34;0;2;1;17;1;249 134;1;1;4;1;1964.0;9;2;17;11;2021;14;1;75;75111;2;1;1;1;48,8630930000;2,3684950000;4;1;1;0;1;1;1;0;1;30;2;Blessé léger
202100007665;188 050;1;0;2;1;5;5;249 135;1;1;1;2;1988.0;9;2;17;11;2021;14;1;75;75111;2;1;1;1;48,8630930000;2,3684950000;4;1;1;0;1;1;1;0;1;30;2;Indemne
202100007665;188 050;1;0;2;1;5;5;249 136;2;2;4;1;2017.0;9;3;17;11;2021;14;1;75;75111;2;1;1;1;48,8630930000;2,3684950000;4;1;1;0;1;1;1;0;1;30;2;Blessé léger
202100007678;188 026;7;0;2;2;15;1;249 104;1;1;1;1;1978.0;2;1;17;11;2021;08;1;93;93032;2;2;8;3;48,8893300000;2,5215300000;4;2;2;0;1;1;1;0;1;50;2;Indemne
202100007678;188 027;1;0;2;7;1;5;249 105;1;1;4;1;1992.0;1;8;17;11;2021;08;1;93;93032;2;2;8;3;48,8893300000;2,5215300000;4;2;2;0;1;1;1;0;1;50;2;Blessé léger
202100007688;188 010;10;0;2;3;24;1;249 085;1;1;1;1;1975.0;1;1;17;11;2021;09;1;92;92024;2;1;1;3;48,9037080761;2,3191991491;4;2;2;0;1;1;2;9;1;50;2;Indemne
202100007688;188 011;1;1;0;1;1;5;249 086;1;1;4;1;1986.0;1;2;17;11;2021;09;1;92;92024;2;1;1;3;48,9037080761;2,3191991491;4;2;2;0;1;1;2;9;1;50;2;Blessé léger
202100007748;187 904;1;0;2;6;1;5;248 959;1;1;4;2;1970.0;0;1;16;11;2021;06;1;974;97416;1;3;1;3; -21,3139508176;55,4398155208;4;2;2;0;2;1;1;0;1;50;1;Blessé léger
202100007748;187 905;7;0;2;1;15;1;248 960;1;1;1;1;1963.0;9;1;16;11;2021;06;1;974;97416;1;3;1;3; -21,3139508176;55,4398155208;4;2;2;0;2;1;1;0;1;50;1;Indemne
202100007769;187 865;1;0;2;2;15;5;248 907;1;1;3;2;1959.0;5;8;11;11;2021;08;1;83;83129;2;6;1;3;43,0934000000;5,8446000000;7;3;1;0;1;1;2;0;1;50;3;Blessé hospitalisé
202100007769;187 866;7;0;2;3;9;1;248 908;1;1;1;1;1959.0;5;1;11;11;2021;08;1;83;83129;2;6;1;3;43,0934000000;5,8446000000;7;3;1;0;1;1;2;0;1;50;3;Indemne
202100007793;187 820;80;0;2;8;6;3;248 851;1;1;3;1;1961.0;5;8;12;11;2021;18;5;64;64122;2;1;1;3;43,4783900000; -1,5553900000;4;2;2;0;1;1;1;0;1;50;4;Blessé hospitalisé
202100007793;187 821;7;0;9;8;12;1;248 852;1;1;1;1;1970.0;5;1;12;11;2021;18;5;64;64122;2;1;1;3;43,4783900000; -1,5553900000;4;2;2;0;1;1;1;0;1;50;4;Indemne
202100007799;187 806;7;0;2;1;9;1;248 831;1;1;1;1;1959.0;5;1;15;11;2021;09;1;56;56121;2;6;1;3;47,7526700000; -3,3913000000;4;1;1;0;4;1;1;5;1;30;0;Indemne
202100007799;187 807;1;0;2;7;1;5;248 832;1;1;4;1;1992.0;1;2;15;11;2021;09;1;56;56121;2;6;1;3;47,7526700000; -3,3913000000;4;1;1;0;4;1;1;5;1;30;0;Blessé léger
202100007815;187 777;7;0;2;3;15;1;248 791;1;1;1;2;2000.0;0;1;16;11;2021;17;1;35;35238;2;9;1;3;48,0978880000; -1,6430970000;4;2;6;1;1;1;1;0;4;50;1;Indemne
202100007815;187 778;1;0;2;8;1;0;248 792;1;1;4;2;1997.0;5;8;16;11;2021;17;1;35;35238;2;9;1;3;48,0978880000; -1,6430970000;4;2;6;1;1;1;1;0;4;50;1;Blessé léger
202100007818;187 771;7;0;2;2;16;1;248 784;1;1;1;1;1944.0;5;1;15;11;2021;10;1;33;33318;2;3;1;3;44,7975000000; -0,6415700000;4;2;2;2;1;2;1;0;1;50;0;Indemne
202100007818;187 772;1;0;2;4;1;5;248 785;1;1;4;2;1968.0;9;2;15;11;2021;10;1;33;33318;2;3;1;3;44,7975000000; -0,6415700000;4;2;2;2;1;2;1;0;1;50;0;Blessé léger
202100007839;187 725;1;0;2;0;0;0;248 727;1;1;4;1;1990.0;4;2;15;11;2021;12;1;10;10362;1;9;2;3;48,3024800000;4,0282600000;3;1;2;0;1;3;2;5;1;50;0;Blessé léger
202100007839;187 726;7;0;9;0;0;1;248 728;1;1;1;2;1990.0;0;1;15;11;2021;12;1;10;10362;1;9;2;3;48,3024800000;4,0282600000;3;1;2;0;1;3;2;5;1;50;0;Indemne
202100007840;187 723;7;0;2;3;15;1;248 725;1;1;1;1;1972.0;0;1;15;11;2021;12;1;10;10387;2;3;1;3;48,2948000000;4,0641000000;4;2;2;0;1;1;1;5;1;50;0;Indemne
202100007840;187 724;1;0;2;1;1;0;248 726;1;1;4;1;1972.0;0;8;15;11;2021;12;1;10;10387;2;3;1;3;48,2948000000;4,0641000000;4;2;2;0;1;1;1;5;1;50;0;Blessé léger
202100007885;187 645;1;0;2;7;0;5;248 630;1;1;4;2;1988.0;1;0;27;10;2021;17;1;68;68269;2;1;1;3;48,1918540000;7,3363410000;3;2;2;1;1;1;1;0;1;50;2;Blessé léger
202100007885;187 646;7;0;0;2;19;1;248 631;1;1;1;1;1936.0;3;1;27;10;2021;17;1;68;68269;2;1;1;3;48,1918540000;7,3363410000;3;2;2;1;1;1;1;0;1;50;2;Indemne
