Num_Acc;id_vehicule;num_veh;catv;obs;obsm;choc;manv;motor;id_usager;place;catu;grav;sexe;an_nais;trajet;secu1;secu2;secu3;jour;mois;an;hrmn;lum;dep;com;agg;int;atm;col;lat;long;catr;circ;nbv;vosp;prof;plan;larrout;surf;infra;situ;vma;gravity;day_of_week
202300015177;155 653 709;B01;7;0;2;7;15;1;203 815 104;1;1;1;1;2002.0;5;1;-1;-1;16;9;2023;12:50;1;33;33199;2;3;1;3;44.625282;-1.05531;3;2;2;-1;1;1; -1;1;0;1;50;Indemne;5
202300015190;155 653 685;A01;7;0;2;3;2;1;203 815 071;1;1;1;1;1989.0;5;8;-1;-1;17;9;2023;09:30;1;01;01403;1;1;1;2;45.817001;5.449262;3;2;2;0;1;1;5,5;1;0;1;80;Indemne;6
202300015190;155 653 686;B01;80;0;0;4;1;3;203 815 072;1;1;4;2;1950.0;5;2;-1;-1;17;9;2023;09:30;1;01;01403;1;1;1;2;45.817001;5.449262;3;2;2;0;1;1;5,5;1;0;1;80;Blessé léger;6
202300015204;155 653 662;A01;7;0;2;2;1;1;203 815 032;1;1;1;1;2004.0;5;1;-1;-1;17;9;2023;02:30;3;62;62684;2;1;1;2;50.696806;2.355632;4;2;2;0;1;1; -1;1;0;1;50;Indemne;6
202300015204;155 653 664;B01;1;0;0;4;1;5;203 815 035;1;1;3;1;1985.0;5;0;-1;-1;17;9;2023;02:30;3;62;62684;2;1;1;2;50.696806;2.355632;4;2;2;0;1;1; -1;1;0;1;50;Blessé hospitalisé;6
202300015219;155 653 638;B01;1;0;2;1;2;5;203 814 995;1;1;3;1;2005.0;5;8;0;-1;10;6;2023;14:00;1;75;75118;2;1;1;2;48.886026;2.349542;4;2;4;1;1;1; -1;1;0;1;30;Blessé hospitalisé;5
202300015219;155 653 640;A01;1;0;2;4;2;5;203 814 996;1;1;1;2;1975.0;9;8;0;-1;10;6;2023;14:00;1;75;75118;2;1;1;2;48.886026;2.349542;4;2;4;1;1;1; -1;1;0;1;30;Indemne;5
202300015230;155 653 621;A01;1;0;1;1;1;5;203 814 968;1;1;1;2;1989.0;3;8;0;-1;10;6;2023;12:00;1;75;75110;2;1;1;6;48.869848;2.366828;4;1;1;1;1;1; -1;1;0;5;30;Indemne;5
202300015230;155 653 621;A01;1;0;1;1;1;5;203 814 969;10;3;4;1;1946.0;5;0;-1;-1;10;6;2023;12:00;1;75;75110;2;1;1;6;48.869848;2.366828;4;1;1;1;1;1; -1;1;0;5;30;Blessé léger;5
202300015232;155 653 618;A01;1;0;2;1;2;5;203 814 965;1;1;4;1;1969.0;5;2;8;-1;10;6;2023;11:00;1;75;75116;2;1;1;2;48.864088;2.235287;4;1;2;1;1;3; -1;1;0;5;30;Blessé léger;5
202300015232;155 653 619;B01;1;0;0;4;2;5;203 814 966;1;1;4;1;2014.0;5;2;8;-1;10;6;2023;11:00;1;75;75116;2;1;1;2;48.864088;2.235287;4;1;2;1;1;3; -1;1;0;5;30;Blessé léger;5
202300015255;155 653 576;A01;1;0;1;1;1;5;203 814 908;10;3;4;2;2013.0;2;0;-1;-1;3;2;2023;15:15;1;75;75120;2;3;1;6;48.867948;2.386604;4;1; -1;-1;1;1; -1;1;0;1;-1;Blessé léger;4
202300015255;155 653 576;A01;1;0;1;1;1;5;203 814 908;10;3;4;2;2013.0;2;0;-1;-1;3;2;2023;15:15;1;75;75120;2;3;1;6;48.867948;2.386604;4;2;2;3;2;1; -1;1;0;1;30;Blessé léger;4
202300015255;155 653 576;A01;1;0;1;1;1;5;203 814 909;1;1;1;1;1974.0;3;8;8;-1;3;2;2023;15:15;1;75;75120;2;3;1;6;48.867948;2.386604;4;1; -1;-1;1;1; -1;1;0;1;-1;Indemne;4
202300015255;155 653 576;A01;1;0;1;1;1;5;203 814 909;1;1;1;1;1974.0;3;8;8;-1;3;2;2023;15:15;1;75;75120;2;3;1;6;48.867948;2.386604;4;2;2;3;2;1; -1;1;0;1;30;Indemne;4
202300015258;155 653 571;B01;80;0;2;8;1;3;203 814 901;1;1;4;1;1962.0;9;2;0;-1;3;2;2023;10:08;1;75;75117;2;2;1;3;48.890046;2.30386;4;2;4;3;1;1; -1;1;0;1;30;Blessé léger;4
202300015258;155 653 571;B01;80;0;2;8;1;3;203 814 901;1;1;4;1;1962.0;9;2;0;-1;3;2;2023;10:08;1;75;75117;2;2;1;3;48.890046;2.30386;4;-1;2;0;1;1; -1;1;0;1;30;Blessé léger;4
202300015258;155 653 572;A01;7;0;2;1;1;1;203 814 902;1;1;1;2;1982.0;9;1;0;-1;3;2;2023;10:08;1;75;75117;2;2;1;3;48.890046;2.30386;4;2;4;3;1;1; -1;1;0;1;30;Indemne;4
202300015258;155 653 572;A01;7;0;2;1;1;1;203 814 902;1;1;1;2;1982.0;9;1;0;-1;3;2;2023;10:08;1;75;75117;2;2;1;3;48.890046;2.30386;4;-1;2;0;1;1; -1;1;0;1;30;Indemne;4
202300015262;155 653 564;A01;80;0;2;1;1;3;203 814 893;1;1;4;2;1979.0;9;2;8;-1;3;2;2023;16:48;1;75;75111;2;1;1;3;48.851553;2.390558;4;1;0;1;1;1; -1;1;-1;5;30;Blessé léger;4
202300015262;155 653 565;B01;7;0;2;3;15;1;203 814 894;1;1;1;1;1982.0;9;1;8;-1;3;2;2023;16:48;1;75;75111;2;1;1;3;48.851553;2.390558;4;1;0;1;1;1; -1;1;-1;5;30;Indemne;4
202300015264;155 653 561;A01;1;4;0;8;15;5;203 814 890;1;1;4;1;1970.0;1;2;8;-1;3;2;2023;18:50;5;75;75104;2;3;1;6;48.855496;2.360087;4;2;2;1;1;1; -1;1;-1;5;30;Blessé léger;4
202300015264;155 653 561;A01;1;4;0;8;15;5;203 814 890;1;1;4;1;1970.0;1;2;8;-1;3;2;2023;18:50;5;75;75104;2;3;1;6;48.855496;2.360087;4;1;1;0;1;1; -1;1;-1;6;30;Blessé léger;4
202300015279;155 653 536;B01;1;0;2;5;19;5;203 814 859;1;1;4;1;1980.0;1;8;0;-1;3;2;2023;21:05;5;92;92040;2;2;1;3;48.83156;2.2672;3;2;2;0;1;1; -1;1;0;1;50;Blessé léger;4
202300015279;155 653 536;B01;1;0;2;5;19;5;203 814 859;1;1;4;1;1980.0;1;8;0;-1;3;2;2023;21:05;5;92;92040;2;2;1;3;48.83156;2.2672;3;2;2;0;1;1; -1;1;0;1;50;Blessé léger;4
202300015279;155 653 537;A01;32;0;9;1;19;0;203 814 860;1;1;1;1;1977.0;1;2;8;-1;3;2;2023;21:05;5;92;92040;2;2;1;3;48.83156;2.2672;3;2;2;0;1;1; -1;1;0;1;50;Indemne;4
202300015279;155 653 537;A01;32;0;9;1;19;0;203 814 860;1;1;1;1;1977.0;1;2;8;-1;3;2;2023;21:05;5;92;92040;2;2;1;3;48.83156;2.2672;3;2;2;0;1;1; -1;1;0;1;50;Indemne;4
202300015282;155 653 531;B01;1;0;2;0;1;5;203 814 852;1;1;4;2;1979.0;1;2;0;-1;3;2;2023;08:45;1;92;92024;2;1;2;7;48.91108459;2.31004313;4;1;1;0;1;1; -1;2;0;1;30;Blessé léger;4
202300015294;155 653 509;B01;1;12;0;8;1;5;203 814 821;1;1;4;1;2010.0;9;0;-1;-1;3;2;2023;16:40;1;58;58086;2;1;8;3;47.418839;2.932309;3;2;2;0;1;1; -1;1;0;1;50;Blessé léger;4
202300015299;155 653 502;A01;7;0;9;1;9;1;203 814 813;1;1;1;2;1945.0;0;1;-1;-1;2;2;2023;16:20;1;63;63050;2;6;1;3;45.408834;3.326948;3;1;1;0;1;2; -1;1;0;1;50;Indemne;3
202300015299;155 653 502;A01;7;0;9;1;9;1;203 814 813;1;1;1;2;1945.0;0;1;-1;-1;2;2;2023;16:20;1;63;63050;2;6;1;3;45.408834;3.326948;3;2;2;-1;1;1; -1;1;0;1;-1;Indemne;3
202300015299;155 653 503;B01;1;0;0;7;1;5;203 814 814;1;1;3;1;1953.0;5;2;-1;-1;2;2;2023;16:20;1;63;63050;2;6;1;3;45.408834;3.326948;3;1;1;0;1;2; -1;1;0;1;50;Blessé hospitalisé;3
202300015299;155 653 503;B01;1;0;0;7;1;5;203 814 814;1;1;3;1;1953.0;5;2;-1;-1;2;2;2023;16:20;1;63;63050;2;6;1;3;45.408834;3.326948;3;2;2;-1;1;1; -1;1;0;1;-1;Blessé hospitalisé;3
202300015312;155 653 480;B01;1;0;2;1;1;5;203 814 774;1;1;4;1;2008.0;2;0;-1;-1;31;1;2023;17:15;1;85;85047;2;9;1;6;46.854459;-1.895765;4;2;2;2;1;1; -1;1;0;5;50;Blessé léger;1
202300015312;155 653 481;A01;7;0;9;7;16;0;203 814 775;1;1;1;1;1956.0;5;1;-1;-1;31;1;2023;17:15;1;85;85047;2;9;1;6;46.854459;-1.895765;4;2;2;2;1;1; -1;1;0;5;50;Indemne;1
202300015333;155 653 442;A01;7;0;2;3;2;1;203 814 724;2;2;1;1;2011.0;5;1;-1;-1;4;2;2023;11:20;1;27;27070;1;1;1;2;49.303468;1.497746;3;2;2;0;1;1; -1;1;0;1;80;Indemne;5
202300015333;155 653 442;A01;7;0;2;3;2;1;203 814 725;1;1;1;1;2004.0;5;1;-1;-1;4;2;2023;11:20;1;27;27070;1;1;1;2;49.303468;1.497746;3;2;2;0;1;1; -1;1;0;1;80;Indemne;5
202300015333;155 653 443;B01;1;0;2;5;2;5;203 814 726;1;1;2;1;1954.0;5;2;-1;-1;4;2;2023;11:20;1;27;27070;1;1;1;2;49.303468;1.497746;3;2;2;0;1;1; -1;1;0;1;80;Tué;5
202300015348;155 653 406;A01;1;0;2;3;0;5;203 814 676;1;1;4;1;1982.0;1;2;-1;-1;2;2;2023;17:50;1;69;69387;2;1;1;6;45.72777;4.83158;4;2;2;2;1;1; -1;1;0;1;50;Blessé léger;3
202300015348;155 653 407;B01;60;0;2;1;0;5;203 814 677;1;1;4;2;1989.0;0;2;-1;-1;2;2;2023;17:50;1;69;69387;2;1;1;6;45.72777;4.83158;4;2;2;2;1;1; -1;1;0;1;50;Blessé léger;3
202300015355;155 653 394;A01;32;0;2;1;1;1;203 814 661;1;1;1;2;1991.0;1;2;6;-1;1;2;2023;08:35;1;69;69381;2;3;1;3;45.76811;4.8321;4;1;1;2;1;1; -1;1;0;1;30;Indemne;2
202300015355;155 653 394;A01;32;0;2;1;1;1;203 814 661;1;1;1;2;1991.0;1;2;6;-1;1;2;2023;08:35;1;69;69381;2;3;1;3;45.76811;4.8321;4;2;2;0;1;1; -1;1;0;1;30;Indemne;2
202300015355;155 653 395;B01;80;0;2;7;15;3;203 814 662;1;1;3;1;1960.0;1;0;-1;-1;1;2;2023;08:35;1;69;69381;2;3;1;3;45.76811;4.8321;4;1;1;2;1;1; -1;1;0;1;30;Blessé hospitalisé;2
202300015355;155 653 395;B01;80;0;2;7;15;3;203 814 662;1;1;3;1;1960.0;1;0;-1;-1;1;2;2023;08:35;1;69;69381;2;3;1;3;45.76811;4.8321;4;2;2;0;1;1; -1;1;0;1;30;Blessé hospitalisé;2
202300015390;155 653 324;B01;7;0;2;3;9;1;203 814 569;1;1;1;1;1967.0;1;1;0;-1;1;2;2023;08:54;1;49;49007;2;3;1;3;47.46716;-0.54942;4;1;2;2;1;1; -1;1;0;5;30;Indemne;2
202300015390;155 653 324;B01;7;0;2;3;9;1;203 814 569;1;1;1;1;1967.0;1;1;0;-1;1;2;2023;08:54;1;49;49007;2;3;1;3;47.46716;-0.54942;4;1;1;0;1;1; -1;1;0;5;30;Indemne;2
202300015390;155 653 325;A01;1;0;2;2;1;5;203 814 570;1;1;4;1;1986.0;1;2;0;-1;1;2;2023;08:54;1;49;49007;2;3;1;3;47.46716;-0.54942;4;1;2;2;1;1; -1;1;0;5;30;Blessé léger;2
202300015390;155 653 325;A01;1;0;2;2;1;5;203 814 570;1;1;4;1;1986.0;1;2;0;-1;1;2;2023;08:54;1;49;49007;2;3;1;3;47.46716;-0.54942;4;1;1;0;1;1; -1;1;0;5;30;Blessé léger;2
202300015433;155 653 247;A01;7;0;2;2;1;1;203 814 470;1;1;1;2;1948.0;5;1;-1;-1;2;2;2023;09:45;1;06;06123;2;4;1;3;43.6566;7.17968;4;1;1;0;1;1; -1;1;0;1;50;Indemne;3
202300015433;155 653 247;A01;7;0;2;2;1;1;203 814 470;1;1;1;2;1948.0;5;1;-1;-1;2;2;2023;09:45;1;06;06123;2;4;1;3;43.6566;7.17968;4;2;2;1;1;2; -1;1;0;1;20;Indemne;3
202300015433;155 653 250;B01;1;0;2;6;19;5;203 814 473;1;1;3;1;1956.0;0;2;0;-1;2;2;2023;09:45;1;06;06123;2;4;1;3;43.6566;7.17968;4;1;1;0;1;1; -1;1;0;1;50;Blessé hospitalisé;3
202300015433;155 653 250;B01;1;0;2;6;19;5;203 814 473;1;1;3;1;1956.0;0;2;0;-1;2;2;2023;09:45;1;06;06123;2;4;1;3;43.6566;7.17968;4;2;2;1;1;2; -1;1;0;1;20;Blessé hospitalisé;3
202300015442;155 653 229;B01;80;0;2;8;1;3;203 814 449;1;1;4;2;1959.0;5;8;0;-1;2;2;2023;12:00;1;75;75119;2;2;1;3;48.898299;2.386144;4;1;1;0;1;3; -1;1;-1;5;30;Blessé léger;3
202300015442;155 653 229;B01;80;0;2;8;1;3;203 814 449;1;1;4;2;1959.0;5;8;0;-1;2;2;2023;12:00;1;75;75119;2;2;1;3;48.898299;2.386144;4;2; -1;-1;1;1; -1;1;-1;5;-1;Blessé léger;3
202300015442;155 653 231;A01;7;0;2;1;16;1;203 814 450;1;1;1;1;1983.0;9;1;0;-1;2;2;2023;12:00;1;75;75119;2;2;1;3;48.898299;2.386144;4;1;1;0;1;3; -1;1;-1;5;30;Indemne;3
202300015442;155 653 231;A01;7;0;2;1;16;1;203 814 450;1;1;1;1;1983.0;9;1;0;-1;2;2;2023;12:00;1;75;75119;2;2;1;3;48.898299;2.386144;4;2; -1;-1;1;1; -1;1;-1;5;-1;Indemne;3
202300015474;155 653 172;A01;1;1;0;1;15;5;203 814 373;1;1;4;1;2007.0;0;8;0;-1;17;10;2023;17:50;1;974;97411;2;1;1;6;-20.91399;55.47749;4;2;2;0;2;2; -1;1;0;8;50;Blessé léger;1
202300015497;155 653 126;B01;7;0;9;1;1;1;203 814 317;1;1;1;1;1978.0;0;1;0;-1;13;10;2023;18:37;2;80;80021;2;1;1;1;49.89043;2.30627;4;3;2;0;1;1; -1;1;0;5;50;Indemne;4
202300015497;155 653 127;A01;1;0;2;1;19;5;203 814 318;1;1;4;1;2001.0;0;8;0;-1;13;10;2023;18:37;2;80;80021;2;1;1;1;49.89043;2.30627;4;3;2;0;1;1; -1;1;0;5;50;Blessé léger;4
202300015505;155 653 109;A01;1;0;2;1;1;5;203 814 297;1;1;4;1;2009.0;0;8;0;-1;16;10;2023;16:15;1;76;76351;2;2;1;3;49.492517;0.148463;4;2;4;2;1;1; -1;1;0;1;50;Blessé léger;0
202300015505;155 653 109;A01;1;0;2;1;1;5;203 814 297;1;1;4;1;2009.0;0;8;0;-1;16;10;2023;16:15;1;76;76351;2;2;1;3;49.492517;0.148463;4;2;5;2;1;1; -1;1;0;1;50;Blessé léger;0
202300015505;155 653 110;B01;7;0;2;3;1;1;203 814 298;1;1;1;1;1956.0;0;1;-1;-1;16;10;2023;16:15;1;76;76351;2;2;1;3;49.492517;0.148463;4;2;4;2;1;1; -1;1;0;1;50;Indemne;0
202300015505;155 653 110;B01;7;0;2;3;1;1;203 814 298;1;1;1;1;1956.0;0;1;-1;-1;16;10;2023;16:15;1;76;76351;2;2;1;3;49.492517;0.148463;4;2;5;2;1;1; -1;1;0;1;50;Indemne;0
202300015515;155 653 093;A01;7;0;2;1;9;1;203 814 276;1;1;1;1;1965.0;5;1;0;-1;16;10;2023;08:40;1;66;66136;2;6;1;3;42.69246;2.87966;4;1;1;1;1;2; -1;1;0;1;50;Indemne;0
202300015515;155 653 093;A01;7;0;2;1;9;1;203 814 276;1;1;1;1;1965.0;5;1;0;-1;16;10;2023;08:40;1;66;66136;2;6;1;3;42.69246;2.87966;4;2;2;0;1;1; -1;1;0;1;50;Indemne;0
202300015515;155 653 094;B01;80;0;2;1;1;3;203 814 277;1;1;4;2;1980.0;5;4;-1;-1;16;10;2023;08:40;1;66;66136;2;6;1;3;42.69246;2.87966;4;1;1;1;1;2; -1;1;0;1;50;Blessé léger;0
202300015515;155 653 094;B01;80;0;2;1;1;3;203 814 277;1;1;4;2;1980.0;5;4;-1;-1;16;10;2023;08:40;1;66;66136;2;6;1;3;42.69246;2.87966;4;2;2;0;1;1; -1;1;0;1;50;Blessé léger;0
202300015518;155 653 088;B01;80;0;2;7;2;3;203 814 270;1;1;3;2;1962.0;5;2;8;-1;16;10;2023;13:40;1;64;64335;2;6;1;3;43.32305;-0.42058;4;1;2;0;1;2; -1;1;5;8;50;Blessé hospitalisé;0
202300015518;155 653 088;B01;80;0;2;7;2;3;203 814 270;1;1;3;2;1962.0;5;2;8;-1;16;10;2023;13:40;1;64;64335;2;6;1;3;43.32305;-0.42058;4;2;4;0;1;3; -1;1;9;1;50;Blessé hospitalisé;0
202300015518;155 653 089;A01;7;0;2;3;2;1;203 814 271;1;1;1;1;1950.0;5;1;8;-1;16;10;2023;13:40;1;64;64335;2;6;1;3;43.32305;-0.42058;4;1;2;0;1;2; -1;1;5;8;50;Indemne;0
202300015518;155 653 089;A01;7;0;2;3;2;1;203 814 271;1;1;1;1;1950.0;5;1;8;-1;16;10;2023;13:40;1;64;64335;2;6;1;3;43.32305;-0.42058;4;2;4;0;1;3; -1;1;9;1;50;Indemne;0
202300015520;155 653 084;A01;7;0;2;1;1;1;203 814 265;1;1;1;1;1942.0;9;1;0;-1;17;10;2023;11:00;1;64;64102;2;6;1;3;43.49367;-1.49162;4;1;2;0;1;2; -1;1;0;1;50;Indemne;1
202300015520;155 653 085;B01;1;0;2;1;1;5;203 814 266;1;1;4;1;1946.0;9;2;0;-1;17;10;2023;11:00;1;64;64102;2;6;1;3;43.49367;-1.49162;4;1;2;0;1;2; -1;1;0;1;50;Blessé léger;1
202300015523;155 653 078;B01;7;0;2;7;16;1;203 814 259;1;1;1;1;1977.0;0;1;0;-1;16;10;2023;17:28;1;64;64024;2;3;1;3;43.48031;-1.52622;4;2;2;0;1;1; -1;1;0;5;50;Indemne;0
202300015523;155 653 078;B01;7;0;2;7;16;1;203 814 259;1;1;1;1;1977.0;0;1;0;-1;16;10;2023;17:28;1;64;64024;2;3;1;3;43.48031;-1.52622;4;2;2;0;1;1; -1;1;0;1;50;Indemne;0
202300015523;155 653 079;A01;1;0;2;8;1;5;203 814 260;1;1;4;2;1958.0;0;2;0;-1;16;10;2023;17:28;1;64;64024;2;3;1;3;43.48031;-1.52622;4;2;2;0;1;1; -1;1;0;5;50;Blessé léger;0
202300015523;155 653 079;A01;1;0;2;8;1;5;203 814 260;1;1;4;2;1958.0;0;2;0;-1;16;10;2023;17:28;1;64;64024;2;3;1;3;43.48031;-1.52622;4;2;2;0;1;1; -1;1;0;1;50;Blessé léger;0
202300015531;155 653 066;A01;7;0;2;2;1;0;203 814 238;1;1;1;1;1975.0;0;1;0;-1;6;10;2023;15:55;1;55;55545;2;1;1;7;49.1482;5.40209;4;2;2;0;1;1; -1;1;6;1;50;Indemne;4
202300015531;155 653 067;B01;1;0;2;3;19;5;203 814 239;1;1;4;1;2006.0;2;8;0;-1;6;10;2023;15:55;1;55;55545;2;1;1;7;49.1482;5.40209;4;2;2;0;1;1; -1;1;6;1;50;Blessé léger;4
202300015543;155 653 044;B01;1;0;2;7;14;5;203 814 211;1;1;4;1;1957.0;1;8;0;-1;16;10;2023;17:15;1;32;32013;2;1;1;3;43.6292;0.57999;2;2;2;0;1;1;5,5;1;0;1;50;Blessé léger;0
202300015543;155 653 045;A01;7;0;2;8;1;1;203 814 212;1;1;1;1;1993.0;5;1;0;-1;16;10;2023;17:15;1;32;32013;2;1;1;3;43.6292;0.57999;2;2;2;0;1;1;5,5;1;0;1;50;Indemne;0
202300015552;155 653 024;A01;7;0;2;3;15;1;203 814 179;1;1;1;2;1980.0;5;1;0;-1;10;10;2023;09:40;1;15;15014;2;2;1;1;44.91334;2.43317;2;3;4;0;1;1; -1;1;5;1;50;Indemne;1
202300015552;155 653 024;A01;7;0;2;3;15;1;203 814 179;1;1;1;2;1980.0;5;1;0;-1;10;10;2023;09:40;1;15;15014;2;2;1;1;44.91334;2.43317;2;-1;2;0;1;1; -1;1;5;1;50;Indemne;1
202300015552;155 653 025;B01;1;0;2;1;1;5;203 814 180;1;1;4;1;1997.0;0;2;0;-1;10;10;2023;09:40;1;15;15014;2;2;1;1;44.91334;2.43317;2;3;4;0;1;1; -1;1;5;1;50;Blessé léger;1
202300015552;155 653 025;B01;1;0;2;1;1;5;203 814 180;1;1;4;1;1997.0;0;2;0;-1;10;10;2023;09:40;1;15;15014;2;2;1;1;44.91334;2.43317;2;-1;2;0;1;1; -1;1;5;1;50;Blessé léger;1
202300015566;155 652 999;A01;1;0;1;1;1;5;203 814 143;10;3;4;2;1947.0;5;8;8;-1;17;10;2023;15:25;1;75;75105;2;3;1;6;48.838494;2.357064;4;2; -1;-1;1;1; -1;1;0;1;30;Blessé léger;1
202300015566;155 652 999;A01;1;0;1;1;1;5;203 814 143;10;3;4;2;1947.0;5;8;8;-1;17;10;2023;15:25;1;75;75105;2;3;1;6;48.838494;2.357064;4;1;1;0;1;1; -1;1;0;1;30;Blessé léger;1
202300015566;155 652 999;A01;1;0;1;1;1;5;203 814 144;1;1;1;2;2005.0;5;8;0;-1;17;10;2023;15:25;1;75;75105;2;3;1;6;48.838494;2.357064;4;2; -1;-1;1;1; -1;1;0;1;30;Indemne;1
202300015566;155 652 999;A01;1;0;1;1;1;5;203 814 144;1;1;1;2;2005.0;5;8;0;-1;17;10;2023;15:25;1;75;75105;2;3;1;6;48.838494;2.357064;4;1;1;0;1;1; -1;1;0;1;30;Indemne;1
202300015569;155 652 994;B01;7;0;2;3;1;1;203 814 136;1;1;1;1;1974.0;9;1;0;-1;17;10;2023;22:05;5;75;75117;2;3;1;3;48.88811;2.32103;4;1;1;0;1;1; -1;1;0;1;30;Indemne;1
202300015569;155 652 994;B01;7;0;2;3;1;1;203 814 136;1;1;1;1;1974.0;9;1;0;-1;17;10;2023;22:05;5;75;75117;2;3;1;3;48.88811;2.32103;4;1;1;0;1;1; -1;1;0;1;30;Indemne;1
202300015569;155 652 995;A01;1;0;2;7;1;5;203 814 137;1;1;4;1;2000.0;5;8;0;-1;17;10;2023;22:05;5;75;75117;2;3;1;3;48.88811;2.32103;4;1;1;0;1;1; -1;1;0;1;30;Blessé léger;1
202300015569;155 652 995;A01;1;0;2;7;1;5;203 814 137;1;1;4;1;2000.0;5;8;0;-1;17;10;2023;22:05;5;75;75117;2;3;1;3;48.88811;2.32103;4;1;1;0;1;1; -1;1;0;1;30;Blessé léger;1
202300015570;155 652 992;A01;7;0;2;7;22;1;203 814 133;1;1;1;1;1947.0;5;8;0;-1;16;10;2023;17:00;1;75;75116;2;1;1;3;48.841871;2.262435;4;1;1;1;1;1; -1;1;0;5;30;Indemne;0
202300015570;155 652 992;A01;7;0;2;7;22;1;203 814 134;2;2;1;2;1947.0;5;8;0;-1;16;10;2023;17:00;1;75;75116;2;1;1;3;48.841871;2.262435;4;1;1;1;1;1; -1;1;0;5;30;Indemne;0
202300015570;155 652 993;B01;1;0;2;1;1;5;203 814 135;1;1;4;1;1968.0;1;2;0;-1;16;10;2023;17:00;1;75;75116;2;1;1;3;48.841871;2.262435;4;1;1;1;1;1; -1;1;0;5;30;Blessé léger;0
202300015572;155 652 987;C01;7;0;2;8;1;1;203 814 128;1;1;1;1;1954.0;5;1;0;-1;17;10;2023;19:30;5;75;75113;2;2;1;5;48.821561;2.372528;4;2;4;2;1;1; -1;1;5;1;30;Indemne;1
202300015572;155 652 987;C01;7;0;2;8;1;1;203 814 128;1;1;1;1;1954.0;5;1;0;-1;17;10;2023;19:30;5;75;75113;2;2;1;5;48.821561;2.372528;4;2;2;2;1;1; -1;1;5;1;30;Indemne;1
202300015572;155 652 988;B01;7;0;2;3;1;1;203 814 129;1;1;1;1;1971.0;5;1;0;-1;17;10;2023;19:30;5;75;75113;2;2;1;5;48.821561;2.372528;4;2;4;2;1;1; -1;1;5;1;30;Indemne;1
202300015572;155 652 988;B01;7;0;2;3;1;1;203 814 129;1;1;1;1;1971.0;5;1;0;-1;17;10;2023;19:30;5;75;75113;2;2;1;5;48.821561;2.372528;4;2;2;2;1;1; -1;1;5;1;30;Indemne;1
202300015572;155 652 989;A01;1;0;2;3;21;5;203 814 130;1;1;4;1;1999.0;5;8;0;-1;17;10;2023;19:30;5;75;75113;2;2;1;5;48.821561;2.372528;4;2;4;2;1;1; -1;1;5;1;30;Blessé léger;1
202300015572;155 652 989;A01;1;0;2;3;21;5;203 814 130;1;1;4;1;1999.0;5;8;0;-1;17;10;2023;19:30;5;75;75113;2;2;1;5;48.821561;2.372528;4;2;2;2;1;1; -1;1;5;1;30;Blessé léger;1
202300015573;155 652 985;B01;1;0;2;8;13;5;203 814 126;1;1;4;1;1989.0;9;8;0;-1;17;10;2023;22:40;5;75;75112;2;1;1;3;48.831754;2.388339;4;1;2;0;1;1; -1;1;0;1;30;Blessé léger;1
202300015573;155 652 986;A01;7;0;2;2;23;3;203 814 127;1;1;1;1;1975.0;9;1;8;-1;17;10;2023;22:40;5;75;75112;2;1;1;3;48.831754;2.388339;4;1;2;0;1;1; -1;1;0;1;30;Indemne;1
202300015575;155 652 981;A01;7;0;0;3;22;1;203 814 122;1;1;1;1;1962.0;9;8;0;-1;17;10;2023;16:15;1;75;75111;2;2;1;3;48.85364;2.39322;4;1; -1;-1;1;1; -1;1;0;1;30;Indemne;1
202300015575;155 652 981;A01;7;0;0;3;22;1;203 814 122;1;1;1;1;1962.0;9;8;0;-1;17;10;2023;16:15;1;75;75111;2;2;1;3;48.85364;2.39322;4;1;1;0;2;1; -1;1;0;1;30;Indemne;1
202300015575;155 652 982;B01;1;1;0;1;1;5;203 814 123;1;1;4;2;1982.0;9;8;0;-1;17;10;2023;16:15;1;75;75111;2;2;1;3;48.85364;2.39322;4;1; -1;-1;1;1; -1;1;0;1;30;Blessé léger;1
202300015575;155 652 982;B01;1;1;0;1;1;5;203 814 123;1;1;4;2;1982.0;9;8;0;-1;17;10;2023;16:15;1;75;75111;2;2;1;3;48.85364;2.39322;4;1;1;0;2;1; -1;1;0;1;30;Blessé léger;1
202300015584;155 652 965;A01;1;0;9;1;2;5;203 814 103;1;1;1;1;1983.0;0;8;0;-1;14;10;2023;12:32;1;94;94042;2;1;1;2;48.81903204;2.46788891;3;1;1;1;1;1;3;1;0;5;50;Indemne;5
202300015584;155 652 966;B01;1;0;0;4;2;5;203 814 104;1;1;4;1;1966.0;0;8;0;-1;14;10;2023;12:32;1;94;94042;2;1;1;2;48.81903204;2.46788891;3;1;1;1;1;1;3;1;0;5;50;Blessé léger;5
202300015589;155 652 956;A01;80;0;2;6;1;3;203 814 092;1;1;4;1;1997.0;4;8;0;-1;17;10;2023;20:46;5;93;93031;2;3;1;3;48.94803;2.33853;3;2;2;0;1;1; -1;1;0;1;-1;Blessé léger;1
202300015589;155 652 956;A01;80;0;2;6;1;3;203 814 092;1;1;4;1;1997.0;4;8;0;-1;17;10;2023;20:46;5;93;93031;2;3;1;3;48.94803;2.33853;3;3;4;3;1;1; -1;1;0;1;50;Blessé léger;1
202300015605;155 652 932;A01;1;0;0;0;1;5;203 814 063;1;1;3;1;1947.0;5;2;-1;-1;17;10;2023;15:30;1;46;46177;1;1;1;7;44.866728;1.813002;3;2;2;0;2;1;4;1;0;1;80;Blessé hospitalisé;1
